model,n_params,is_finetune,thread,iters,time_per_epoch,max_mem,metric,strategy,time_hptuning,time_inference,divider,overlap,map5095,map50,precision,recall,f1,n_all,n_fn,n_fp,cat
yolo11m,20.1,1_NOFT,8,1,11.726,22683.447,count,grid_search,3.25,72.99,4.0,0.5,0.3983,0.6855,0.7721,0.664,0.714,82860,27840,16237,A_unfinetuned
yolo11m,20.1,2_FT,8,1,9.035,22016.646,baseline,baseline,0.0,3.65,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,82860,82856,4072,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,1,9.035,22016.646,count,bo_exploration,2.17,69.93,4.0,0.4,0.408,0.7159,0.7974,0.6751,0.7312,82860,26921,14209,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,1,9.035,22016.646,count,bo_exploitation,3.07,51.82,3.0,0.44,0.3939,0.6954,0.7835,0.6546,0.7133,82860,28617,14989,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,1,9.035,22016.646,count,grid_search,3.19,70.11,4.0,0.5,0.408,0.7159,0.7974,0.6751,0.7312,82860,26921,14209,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,1,9.035,22016.646,map,bo_exploration,3.24,36.52,2.0,0.55,0.2822,0.5781,0.7404,0.487,0.5876,82860,42505,14147,C_finetuned_supervised
yolo11m,20.1,2_FT,8,1,9.035,22016.646,map,bo_exploitation,3.09,27.03,3.0,0.05,0.3985,0.6897,0.7665,0.6543,0.706,82860,28642,16516,C_finetuned_supervised
yolo11m,20.1,2_FT,8,1,9.035,22016.646,map,grid_search,4.96,28.73,4.0,0.0,0.4427,0.735,0.8025,0.6922,0.7433,82860,25503,14115,C_finetuned_supervised
yolo11n,2.6,1_NOFT,8,2,4.523,6910.726,baseline,baseline,0.0,3.29,0.0,0.0,0.0001,0.0007,0.0014,0.0001,0.0001,81468,81463,3631,A_unfinetuned
yolo11n,2.6,1_NOFT,8,2,4.523,6910.726,count,bo_exploration,2.84,55.08,3.0,0.52,0.3988,0.7155,0.7893,0.6699,0.7247,81468,26889,14573,A_unfinetuned
yolo11n,2.6,1_NOFT,8,2,4.523,6910.726,count,bo_exploitation,5.27,37.88,2.0,0.62,0.2512,0.5535,0.6705,0.4914,0.5671,81468,41436,19677,A_unfinetuned
yolo11n,2.6,1_NOFT,8,2,4.523,6910.726,count,grid_search,5.3,73.87,4.0,0.5,0.4353,0.7381,0.8157,0.6988,0.7527,81468,24536,12867,A_unfinetuned
yolo11n,2.6,2_FT,8,2,3.262,8932.449,baseline,baseline,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81468,81468,702,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,2,3.262,8932.449,count,bo_exploration,3.58,47.66,3.0,0.62,0.3907,0.7528,0.8329,0.6692,0.7422,81468,26946,10937,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,2,3.262,8932.449,count,bo_exploitation,3.05,32.68,2.0,0.62,0.2752,0.6059,0.7932,0.451,0.5751,81468,44722,9581,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,2,3.262,8932.449,count,grid_search,4.56,65.97,4.0,0.5,0.4465,0.794,0.85,0.7228,0.7812,81468,22586,10394,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,2,3.262,8932.449,map,bo_exploration,19.3,24.65,3.0,-0.01,0.4067,0.7483,0.8467,0.6485,0.7345,81468,28636,9567,C_finetuned_supervised
yolo11n,2.6,2_FT,8,2,3.262,8932.449,map,bo_exploitation,14.55,29.63,3.0,0.29,0.4091,0.7559,0.8584,0.6587,0.7454,81468,27806,8853,C_finetuned_supervised
yolo11n,2.6,2_FT,8,2,3.262,8932.449,map,grid_search,20.29,26.69,4.0,0.0,0.4869,0.818,0.8639,0.7432,0.799,81468,20918,9538,C_finetuned_supervised
yolo11m,20.1,1_NOFT,8,2,11.791,22657.213,baseline,baseline,0.0,4.17,0.0,0.0,0.0001,0.0005,0.001,0.0001,0.0002,81468,81458,10337,A_unfinetuned
yolo11m,20.1,1_NOFT,8,2,11.791,22657.213,count,bo_exploration,5.32,39.63,2.0,0.61,0.2246,0.4642,0.6081,0.4454,0.5142,81468,45185,23379,A_unfinetuned
yolo11m,20.1,1_NOFT,8,2,11.791,22657.213,count,bo_exploitation,3.84,36.7,3.0,0.3,0.3311,0.5692,0.6692,0.5941,0.6294,81468,33066,23931,A_unfinetuned
yolo11m,20.1,1_NOFT,8,2,11.791,22657.213,count,grid_search,5.71,80.85,4.0,0.5,0.3353,0.5798,0.6729,0.6178,0.6442,81468,31141,24459,A_unfinetuned
yolo11m,20.1,2_FT,8,2,9.21,16287.493,baseline,baseline,0.0,3.34,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,81468,81464,4005,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,2,9.21,16287.493,count,bo_exploration,3.49,36.09,2.0,0.38,0.2827,0.5788,0.7405,0.4882,0.5884,81468,41696,13940,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,2,9.21,16287.493,count,bo_exploitation,3.04,17.68,2.0,-0.11,0.2972,0.5873,0.7635,0.4789,0.5886,81468,42456,12083,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,2,9.21,16287.493,count,grid_search,4.85,69.87,4.0,0.5,0.4082,0.7162,0.7975,0.6756,0.7315,81468,26432,13972,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,2,9.21,16287.493,map,bo_exploration,20.23,26.5,3.0,-0.11,0.3988,0.6903,0.7665,0.6551,0.7064,81468,28095,16262,C_finetuned_supervised
yolo11m,20.1,2_FT,8,2,9.21,16287.493,map,bo_exploitation,19.57,26.58,3.0,-0.1,0.3988,0.6903,0.7665,0.6551,0.7064,81468,28095,16262,C_finetuned_supervised
yolo11m,20.1,2_FT,8,2,9.21,16287.493,map,grid_search,22.28,28.21,4.0,0.0,0.4431,0.7355,0.8026,0.6929,0.7437,81468,25020,13887,C_finetuned_supervised
yolo11n,2.6,1_NOFT,8,3,4.532,6921.367,baseline,baseline,0.0,3.16,0.0,0.0,0.0002,0.0019,0.0037,0.0002,0.0003,81995,81982,3480,A_unfinetuned
yolo11n,2.6,1_NOFT,8,3,4.532,6921.367,count,bo_exploration,5.16,51.62,3.0,0.52,0.3246,0.6901,0.7758,0.6389,0.7007,81995,29612,15139,A_unfinetuned
yolo11n,2.6,1_NOFT,8,3,4.532,6921.367,count,bo_exploitation,3.08,35.71,2.0,0.45,0.2207,0.5362,0.6671,0.4564,0.542,81995,44574,18676,A_unfinetuned
yolo11n,2.6,1_NOFT,8,3,4.532,6921.367,count,grid_search,4.27,69.91,4.0,0.5,0.3779,0.7323,0.8106,0.6888,0.7448,81995,25516,13194,A_unfinetuned
yolo11n,2.6,2_FT,8,3,3.191,8113.947,baseline,baseline,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81995,81995,698,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,3,3.191,8113.947,count,bo_exploration,3.63,65.14,4.0,0.62,0.4463,0.794,0.8502,0.7219,0.7808,81995,22800,10431,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,3,3.191,8113.947,count,bo_exploitation,2.33,35.86,4.0,0.31,0.4663,0.8016,0.8818,0.7127,0.7882,81995,23561,7835,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,3,3.191,8113.947,count,grid_search,3.85,65.37,4.0,0.5,0.4463,0.794,0.8502,0.7219,0.7808,81995,22800,10431,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,3,3.191,8113.947,map,bo_exploration,11.83,24.37,3.0,-0.12,0.4059,0.7477,0.8467,0.6473,0.7337,81995,28921,9611,C_finetuned_supervised
yolo11n,2.6,2_FT,8,3,3.191,8113.947,map,bo_exploitation,12.42,65.32,4.0,0.56,0.4463,0.794,0.8502,0.7219,0.7808,81995,22800,10431,C_finetuned_supervised
yolo11n,2.6,2_FT,8,3,3.191,8113.947,map,grid_search,13.56,27.5,4.0,0.0,0.4867,0.8179,0.8645,0.7426,0.7989,81995,21109,9546,C_finetuned_supervised
yolo11m,20.1,1_NOFT,8,3,11.531,22689.275,baseline,baseline,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81995,81995,4372,A_unfinetuned
yolo11m,20.1,1_NOFT,8,3,11.531,22689.275,count,bo_exploration,2.87,37.8,2.0,0.61,0.2079,0.5057,0.6256,0.4647,0.5333,81995,43893,22798,A_unfinetuned
yolo11m,20.1,1_NOFT,8,3,11.531,22689.275,count,bo_exploitation,3.84,41.94,4.0,0.36,0.3913,0.6799,0.7547,0.6657,0.7074,81995,27409,17740,A_unfinetuned
yolo11m,20.1,1_NOFT,8,3,11.531,22689.275,count,grid_search,4.92,76.88,4.0,0.5,0.3828,0.6746,0.7606,0.6592,0.7063,81995,27944,17011,A_unfinetuned
yolo11m,20.1,2_FT,8,3,9.049,17665.005,baseline,baseline,0.0,3.35,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,81995,81991,4006,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,3,9.049,17665.005,count,bo_exploration,4.47,68.51,4.0,0.62,0.4082,0.7167,0.7982,0.6751,0.7315,81995,26643,13992,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,3,9.049,17665.005,count,bo_exploitation,2.68,6.38,1.0,0.27,0.0047,0.0248,0.0492,0.0073,0.0128,81995,81394,11609,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,3,9.049,17665.005,count,grid_search,4.34,68.28,4.0,0.5,0.4082,0.7167,0.7982,0.6751,0.7315,81995,26643,13992,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,3,9.049,17665.005,map,bo_exploration,9.8,28.02,4.0,-0.12,0.4431,0.7357,0.8032,0.6922,0.7436,81995,25240,13902,C_finetuned_supervised
yolo11m,20.1,2_FT,8,3,9.049,17665.005,map,bo_exploitation,12.43,26.21,3.0,0.11,0.3986,0.6901,0.7673,0.654,0.7062,81995,28369,16261,C_finetuned_supervised
yolo11m,20.1,2_FT,8,3,9.049,17665.005,map,grid_search,15.02,28.03,4.0,0.0,0.4431,0.7357,0.8032,0.6922,0.7436,81995,25240,13902,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,8,1,32.194,20642.75,baseline,baseline,0.0,4.98,0.0,0.0,0.0002,0.0012,0.0024,0.0004,0.0006,81995,81966,12094,A_unfinetuned
rtdetr-l,45.0,1_NOFT,8,1,32.194,20642.75,count,bo_exploration,3.1,46.18,2.0,0.5,0.1516,0.3959,0.5194,0.3949,0.4487,81995,49615,29964,A_unfinetuned
rtdetr-l,45.0,1_NOFT,8,1,32.194,20642.75,count,bo_exploitation,3.36,22.57,2.0,0.07,0.1644,0.4021,0.5536,0.3786,0.4497,81995,50953,25029,A_unfinetuned
rtdetr-l,45.0,1_NOFT,8,1,32.194,20642.75,count,grid_search,6.31,113.1,4.0,0.5,0.3173,0.5823,0.7025,0.6141,0.6553,81995,31644,21320,A_unfinetuned
rtdetr-l,45.0,2_FT,8,1,33.298,21020.249,baseline,baseline,0.0,3.65,0.0,0.0,0.0002,0.0008,0.0017,0.0,0.0,81995,81993,1182,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,8,1,33.298,21020.249,count,bo_exploration,5.64,71.4,3.0,0.62,0.4272,0.7703,0.8505,0.6882,0.7608,81995,25570,9915,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,8,1,33.298,21020.249,count,bo_exploitation,8.21,115.61,4.0,0.46,0.4626,0.7967,0.8472,0.7393,0.7896,81995,21379,10930,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,8,1,33.298,21020.249,count,grid_search,7.47,115.19,4.0,0.5,0.4626,0.7967,0.8472,0.7393,0.7896,81995,21379,10930,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,8,1,33.298,21020.249,map,bo_exploration,14.69,37.34,3.0,0.02,0.4297,0.7622,0.8479,0.6711,0.7493,81995,26965,9868,C_finetuned_supervised
rtdetr-l,45.0,2_FT,8,1,33.298,21020.249,map,bo_exploitation,13.85,36.76,2.0,0.19,0.2727,0.6068,0.7762,0.4555,0.5741,81995,44647,10769,C_finetuned_supervised
rtdetr-l,45.0,2_FT,8,1,33.298,21020.249,map,grid_search,19.37,46.09,4.0,0.0,0.4749,0.8073,0.8781,0.724,0.7936,81995,22629,8243,C_finetuned_supervised
yolo11n,2.6,1_NOFT,8,4,4.419,6909.289,baseline,baseline,0.0,3.64,0.0,0.0,0.0002,0.001,0.0019,0.0001,0.0003,81650,81638,6215,A_unfinetuned
yolo11n,2.6,1_NOFT,8,4,4.419,6909.289,count,bo_exploration,3.3,31.18,2.0,0.18,0.2315,0.5136,0.6515,0.4546,0.5355,81650,44535,19852,A_unfinetuned
yolo11n,2.6,1_NOFT,8,4,4.419,6909.289,count,bo_exploitation,3.79,53.79,3.0,0.43,0.3553,0.6552,0.7396,0.6408,0.6866,81650,29329,18424,A_unfinetuned
yolo11n,2.6,1_NOFT,8,4,4.419,6909.289,count,grid_search,4.84,72.54,4.0,0.5,0.3943,0.6833,0.7668,0.6717,0.7161,81650,26804,16680,A_unfinetuned
yolo11n,2.6,2_FT,8,4,3.2,9301.774,baseline,baseline,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81650,81650,695,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,4,3.2,9301.774,count,bo_exploration,3.36,65.35,4.0,0.49,0.4459,0.7938,0.8497,0.7221,0.7807,81650,22691,10433,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,4,3.2,9301.774,count,bo_exploitation,2.17,5.0,1.0,0.18,0.0088,0.0471,0.0938,0.0052,0.0098,81650,81228,4077,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,4,3.2,9301.774,count,grid_search,4.2,65.61,4.0,0.5,0.4459,0.7938,0.8497,0.7221,0.7807,81650,22691,10433,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,4,3.2,9301.774,map,bo_exploration,9.0,29.56,3.0,0.18,0.4089,0.7558,0.8585,0.6583,0.7452,81650,27900,8859,C_finetuned_supervised
yolo11n,2.6,2_FT,8,4,3.2,9301.774,map,bo_exploitation,10.75,29.54,3.0,0.3,0.4089,0.7558,0.8585,0.6583,0.7452,81650,27900,8859,C_finetuned_supervised
yolo11n,2.6,2_FT,8,4,3.2,9301.774,map,grid_search,17.76,26.54,4.0,0.0,0.4866,0.818,0.8639,0.7427,0.7988,81650,21005,9553,C_finetuned_supervised
yolo11m,20.1,1_NOFT,8,4,11.594,22658.026,baseline,baseline,0.0,3.66,0.0,0.0,0.0001,0.0007,0.0013,0.0001,0.0002,81650,81642,5953,A_unfinetuned
yolo11m,20.1,1_NOFT,8,4,11.594,22658.026,count,bo_exploration,6.12,75.87,4.0,0.45,0.3778,0.655,0.758,0.6391,0.6935,81650,29469,16658,A_unfinetuned
yolo11m,20.1,1_NOFT,8,4,11.594,22658.026,count,bo_exploitation,3.38,41.49,4.0,0.18,0.3836,0.6571,0.7469,0.6471,0.6935,81650,28811,17903,A_unfinetuned
yolo11m,20.1,1_NOFT,8,4,11.594,22658.026,count,grid_search,4.93,75.89,4.0,0.5,0.3778,0.655,0.758,0.6391,0.6935,81650,29469,16658,A_unfinetuned
yolo11m,20.1,2_FT,8,4,9.165,16839.367,baseline,baseline,0.0,3.26,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,81650,81646,4001,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,4,9.165,16839.367,count,bo_exploration,4.33,38.1,2.0,0.55,0.2825,0.5783,0.7402,0.4876,0.5879,81650,41841,13974,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,4,9.165,16839.367,count,bo_exploitation,5.03,72.29,4.0,0.45,0.4076,0.7157,0.7969,0.6749,0.7308,81650,26546,14044,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,4,9.165,16839.367,count,grid_search,4.59,70.99,4.0,0.5,0.4076,0.7157,0.7969,0.6749,0.7308,81650,26546,14044,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,4,9.165,16839.367,map,bo_exploration,14.86,51.93,3.0,0.57,0.3937,0.6954,0.7828,0.6546,0.713,81650,28199,14828,C_finetuned_supervised
yolo11m,20.1,2_FT,8,4,9.165,16839.367,map,bo_exploitation,19.47,29.24,4.0,0.09,0.4426,0.7351,0.8022,0.6923,0.7432,81650,25127,13940,C_finetuned_supervised
yolo11m,20.1,2_FT,8,4,9.165,16839.367,map,grid_search,19.34,29.14,4.0,0.0,0.4426,0.7351,0.8022,0.6923,0.7432,81650,25127,13940,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,8,2,37.157,20259.192,baseline,baseline,0.0,4.79,0.0,0.0,0.0,0.0002,0.0005,0.0001,0.0001,81650,81645,9787,A_unfinetuned
rtdetr-l,45.0,1_NOFT,8,2,37.157,20259.192,count,bo_exploration,5.35,36.62,3.0,-0.05,0.2806,0.5668,0.6757,0.5768,0.6224,81650,34554,22599,A_unfinetuned
rtdetr-l,45.0,1_NOFT,8,2,37.157,20259.192,count,bo_exploitation,8.05,71.28,3.0,0.47,0.2779,0.5752,0.6998,0.5837,0.6365,81650,33987,20450,A_unfinetuned
rtdetr-l,45.0,1_NOFT,8,2,37.157,20259.192,count,grid_search,6.44,111.6,4.0,0.5,0.3136,0.6056,0.7339,0.6185,0.6713,81650,31151,18310,A_unfinetuned
rtdetr-l,45.0,2_FT,8,2,15.832,19282.204,baseline,baseline,0.0,5.92,0.0,0.0,0.0001,0.0004,0.001,0.0001,0.0002,81650,81643,7138,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,8,2,15.832,19282.204,count,bo_exploration,6.57,115.36,4.0,0.55,0.3583,0.6463,0.755,0.6402,0.6929,81650,29374,16964,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,8,2,15.832,19282.204,count,bo_exploitation,3.98,44.69,4.0,0.09,0.3823,0.6616,0.7674,0.6471,0.7021,81650,28818,16011,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,8,2,15.832,19282.204,count,grid_search,6.77,115.26,4.0,0.5,0.3583,0.6463,0.755,0.6402,0.6929,81650,29374,16964,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,8,2,15.832,19282.204,map,bo_exploration,23.65,38.52,3.0,-0.12,0.3424,0.6123,0.7208,0.5939,0.6512,81650,33159,18780,C_finetuned_supervised
rtdetr-l,45.0,2_FT,8,2,15.832,19282.204,map,bo_exploitation,20.97,38.56,3.0,-0.03,0.3424,0.6123,0.7208,0.5939,0.6512,81650,33159,18780,C_finetuned_supervised
rtdetr-l,45.0,2_FT,8,2,15.832,19282.204,map,grid_search,23.75,46.33,4.0,0.0,0.3823,0.6616,0.7674,0.6471,0.7021,81650,28818,16011,C_finetuned_supervised
yolo11n,2.6,1_NOFT,8,5,4.444,6800.512,baseline,baseline,0.0,3.03,0.0,0.0,0.0001,0.0008,0.0017,0.0,0.0001,82257,82253,2349,A_unfinetuned
yolo11n,2.6,1_NOFT,8,5,4.444,6800.512,count,bo_exploration,3.39,74.74,4.0,0.45,0.4255,0.7599,0.8346,0.7004,0.7616,82257,24647,11413,A_unfinetuned
yolo11n,2.6,1_NOFT,8,5,4.444,6800.512,count,bo_exploitation,3.68,27.83,3.0,0.03,0.4047,0.7339,0.8033,0.6652,0.7278,82257,27537,13403,A_unfinetuned
yolo11n,2.6,1_NOFT,8,5,4.444,6800.512,count,grid_search,4.14,74.8,4.0,0.5,0.4255,0.7599,0.8346,0.7004,0.7616,82257,24647,11413,A_unfinetuned
yolo11n,2.6,2_FT,8,5,3.14,6950.088,baseline,baseline,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82257,82257,685,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,5,3.14,6950.088,count,bo_exploration,2.97,65.74,4.0,0.62,0.4468,0.7947,0.8509,0.7227,0.7816,82257,22808,10418,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,5,3.14,6950.088,count,bo_exploitation,2.65,65.73,4.0,0.58,0.4468,0.7947,0.8509,0.7227,0.7816,82257,22808,10418,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,5,3.14,6950.088,count,grid_search,3.55,65.76,4.0,0.5,0.4468,0.7947,0.8509,0.7227,0.7816,82257,22808,10418,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,5,3.14,6950.088,map,bo_exploration,4.13,4.88,1.0,0.02,0.0086,0.0464,0.0923,0.005,0.0095,82257,81843,4070,C_finetuned_supervised
yolo11n,2.6,2_FT,8,5,3.14,6950.088,map,bo_exploitation,6.14,26.63,4.0,0.08,0.4871,0.8184,0.8646,0.7431,0.7992,82257,21135,9571,C_finetuned_supervised
yolo11n,2.6,2_FT,8,5,3.14,6950.088,map,grid_search,9.82,26.55,4.0,0.0,0.4871,0.8184,0.8646,0.7431,0.7992,82257,21135,9571,C_finetuned_supervised
yolo11m,20.1,1_NOFT,8,5,11.502,22738.251,baseline,baseline,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82257,82257,2731,A_unfinetuned
yolo11m,20.1,1_NOFT,8,5,11.502,22738.251,count,bo_exploration,2.82,29.04,4.0,-0.12,0.4558,0.7687,0.8325,0.7056,0.7638,82257,24215,11680,A_unfinetuned
yolo11m,20.1,1_NOFT,8,5,11.502,22738.251,count,bo_exploitation,3.26,35.62,2.0,0.53,0.255,0.5778,0.726,0.4786,0.5769,82257,42888,14859,A_unfinetuned
yolo11m,20.1,1_NOFT,8,5,11.502,22738.251,count,grid_search,4.06,70.62,4.0,0.5,0.436,0.7524,0.8295,0.6941,0.7557,82257,25165,11739,A_unfinetuned
yolo11m,20.1,2_FT,8,5,8.798,20753.272,baseline,baseline,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82257,82257,2054,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,5,8.798,20753.272,count,bo_exploration,2.39,30.11,2.0,0.21,0.2995,0.619,0.7795,0.4873,0.5997,82257,42174,11338,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,5,8.798,20753.272,count,bo_exploitation,3.19,28.26,4.0,-0.1,0.4732,0.7869,0.8445,0.7204,0.7775,82257,22999,10908,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,5,8.798,20753.272,count,grid_search,4.0,69.35,4.0,0.5,0.4453,0.7712,0.8398,0.7077,0.7682,82257,24040,11102,B_finetuned_unsupervised
yolo11m,20.1,2_FT,8,5,8.798,20753.272,map,bo_exploration,17.49,28.49,4.0,0.09,0.4732,0.7869,0.8445,0.7204,0.7775,82257,22999,10908,C_finetuned_supervised
yolo11m,20.1,2_FT,8,5,8.798,20753.272,map,bo_exploitation,7.14,30.35,2.0,0.28,0.2995,0.619,0.7795,0.4873,0.5997,82257,42174,11338,C_finetuned_supervised
yolo11m,20.1,2_FT,8,5,8.798,20753.272,map,grid_search,21.71,28.51,4.0,0.0,0.4732,0.7869,0.8445,0.7204,0.7775,82257,22999,10908,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,8,3,37.078,21016.894,baseline,baseline,0.0,4.24,0.0,0.0,0.0,0.0002,0.0005,0.0,0.0001,82257,82254,6413,A_unfinetuned
rtdetr-l,45.0,1_NOFT,8,3,37.078,21016.894,count,bo_exploration,3.17,43.55,3.0,0.21,0.3285,0.6329,0.7413,0.6086,0.6684,82257,32194,17473,A_unfinetuned
rtdetr-l,45.0,1_NOFT,8,3,37.078,21016.894,count,bo_exploitation,2.74,37.13,2.0,0.21,0.1829,0.4639,0.6199,0.4074,0.4916,82257,48748,20549,A_unfinetuned
rtdetr-l,45.0,1_NOFT,8,3,37.078,21016.894,count,grid_search,5.79,110.16,4.0,0.5,0.3588,0.6623,0.7613,0.6603,0.7072,82257,27941,17027,A_unfinetuned
rtdetr-l,45.0,2_FT,8,3,22.219,21021.842,baseline,baseline,0.0,4.13,0.0,0.0,0.0003,0.0023,0.0046,0.0003,0.0006,82257,82230,5796,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,8,3,22.219,21021.842,count,bo_exploration,7.48,70.83,3.0,0.62,0.3544,0.6821,0.7859,0.6429,0.7072,82257,29378,14403,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,8,3,22.219,21021.842,count,bo_exploitation,5.34,110.61,4.0,0.52,0.3896,0.7078,0.8021,0.6761,0.7337,82257,26645,13718,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,8,3,22.219,21021.842,count,grid_search,5.74,110.6,4.0,0.5,0.3896,0.7078,0.8021,0.6761,0.7337,82257,26645,13718,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,8,3,22.219,21021.842,map,bo_exploration,6.56,21.36,2.0,0.01,0.2411,0.5381,0.7177,0.4339,0.5408,82257,46569,14036,C_finetuned_supervised
yolo11n,2.6,1_NOFT,8,6,4.463,6922.257,baseline,baseline,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82188,82188,2349,A_unfinetuned
yolo11n,2.6,1_NOFT,8,6,4.463,6922.257,count,bo_exploration,2.34,51.87,3.0,0.55,0.3789,0.7374,0.8103,0.6753,0.7367,82188,26684,12998,A_unfinetuned
yolo11n,2.6,1_NOFT,8,6,4.463,6922.257,count,bo_exploitation,2.66,32.22,3.0,0.14,0.3995,0.7429,0.8152,0.6819,0.7426,82188,26147,12706,A_unfinetuned
yolo11n,2.6,1_NOFT,8,6,4.463,6922.257,count,grid_search,3.68,69.74,4.0,0.5,0.4332,0.7743,0.8435,0.7136,0.7732,82188,23537,10878,A_unfinetuned
yolo11n,2.6,2_FT,8,6,3.143,7631.57,baseline,baseline,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82188,82188,705,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,6,3.143,7631.57,count,bo_exploration,4.08,65.43,4.0,0.62,0.4466,0.7941,0.8499,0.7226,0.7811,82188,22801,10489,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,6,3.143,7631.57,count,bo_exploitation,2.63,32.45,2.0,0.59,0.2746,0.6051,0.7925,0.4504,0.5743,82188,45174,9694,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,6,3.143,7631.57,count,grid_search,3.48,65.64,4.0,0.5,0.4466,0.7941,0.8499,0.7226,0.7811,82188,22801,10489,B_finetuned_unsupervised
yolo11n,2.6,2_FT,8,6,3.143,7631.57,map,bo_exploration,7.37,24.53,3.0,-0.01,0.4061,0.7479,0.8462,0.6478,0.7339,82188,28943,9675,C_finetuned_supervised
yolo11n,2.6,2_FT,8,6,3.143,7631.57,map,bo_exploitation,6.75,47.61,3.0,0.4,0.3902,0.7523,0.8325,0.6685,0.7416,82188,27242,11055,C_finetuned_supervised
yolo11n,2.6,2_FT,8,6,3.143,7631.57,map,grid_search,9.98,26.5,4.0,0.0,0.4868,0.8177,0.8636,0.7428,0.7986,82188,21142,9644,C_finetuned_supervised
yolo11m,20.1,1_NOFT,8,6,11.531,22690.247,baseline,baseline,0.0,3.84,0.0,0.0,0.0001,0.0007,0.0014,0.0001,0.0002,82188,82178,7039,A_unfinetuned
yolo11m,20.1,1_NOFT,8,6,11.531,22690.247,count,bo_exploration,2.18,35.39,3.0,0.34,0.3659,0.6365,0.7278,0.619,0.669,82188,31311,19029,A_unfinetuned
yolo11m,20.1,1_NOFT,8,6,11.531,22690.247,count,bo_exploitation,3.6,38.87,2.0,0.45,0.242,0.527,0.6515,0.4763,0.5503,82188,43045,20939,A_unfinetuned
